OBJECTID,FIPS,Life_Expectancy_Label,COUNTY,TRACT_NAME,LE_20102015,LE_StdError,LE_L95CI,LE_U95CI,LE_STATE
1232,08005086400,Estimate Not Available Due to Small Number of Deaths,ARAPAHOE,"Census Tract 864, Arapahoe County, Colorado",,,,,80.5
1233,08041004901,Estimate Not Available Due to Small Number of Deaths,EL PASO,"Census Tract 49.01, El Paso County, Colorado",,,,,80.5
1234,08041004008,Estimate Not Available Due to Small Number of Deaths,EL PASO,"Census Tract 40.08, El Paso County, Colorado",,,,,80.5
1235,08005086100,Estimate Not Available Due to Small Number of Deaths,ARAPAHOE,"Census Tract 861, Arapahoe County, Colorado",,,,,80.5
1236,08005007107,Estimate Not Available Due to Small Number of Deaths,ARAPAHOE,"Census Tract 71.07, Arapahoe County, Colorado",,,,,80.5
1237,08005085100,Estimate Not Available Due to Small Number of Deaths,ARAPAHOE,"Census Tract 851, Arapahoe County, Colorado",,,,,80.5
1238,08005087000,Estimate Not Available Due to Small Number of Deaths,ARAPAHOE,"Census Tract 870, Arapahoe County, Colorado",,,,,80.5
1239,08005085000,Estimate Not Available Due to Small Number of Deaths,ARAPAHOE,"Census Tract 850, Arapahoe County, Colorado",,,,,80.5
1240,08005086000,Estimate Not Available Due to Small Number of Deaths,ARAPAHOE,"Census Tract 860, Arapahoe County, Colorado",,,,,80.5
1241,08005007106,Estimate Not Available Due to Small Number of Deaths,ARAPAHOE,"Census Tract 71.06, Arapahoe County, Colorado",,,,,80.5
1242,08005083100,Estimate Not Available Due to Small Number of Deaths,ARAPAHOE,"Census Tract 831, Arapahoe County, Colorado",,,,,80.5
1243,08005086600,Estimate Not Available Due to Small Number of Deaths,ARAPAHOE,"Census Tract 866, Arapahoe County, Colorado",,,,,80.5
1244,08005006713,Estimate Not Available Due to Small Number of Deaths,ARAPAHOE,"Census Tract 67.13, Arapahoe County, Colorado",,,,,80.5
1245,08005004951,Estimate Not Available Due to Small Number of Deaths,ARAPAHOE,"Census Tract 49.51, Arapahoe County, Colorado",,,,,80.5
1246,08005082200,Estimate Not Available Due to Small Number of Deaths,ARAPAHOE,"Census Tract 822, Arapahoe County, Colorado",,,,,80.5
1247,08005081500,Estimate Not Available Due to Small Number of Deaths,ARAPAHOE,"Census Tract 815, Arapahoe County, Colorado",,,,,80.5
1248,08005083400,Estimate Not Available Due to Small Number of Deaths,ARAPAHOE,"Census Tract 834, Arapahoe County, Colorado",,,,,80.5
1249,08005082100,Estimate Not Available Due to Small Number of Deaths,ARAPAHOE,"Census Tract 821, Arapahoe County, Colorado",,,,,80.5
